,F_1,F_2,ID,Social smoker,Social drinker,Absenteeism time in hours,Label
0,0.5595983464541792,-0.31121718916235613,11,0,1,4,2
1,1.748176950187149,0.049736305002682064,36,0,1,0,0
2,0.8406418815570399,-0.7093031465849484,3,0,1,2,2
3,-0.4948146293498739,-0.9237959539771715,7,1,1,4,2
4,0.5582951493657842,-0.37517508307151004,11,0,1,2,2
5,0.8406418815570399,-0.7093031465849484,3,0,1,2,2
6,-0.2887373757800371,-0.14372655829466693,10,0,1,8,2
7,-0.8294504686611387,-0.8876505711647145,20,0,1,4,0
8,0.48069346477772096,3.686289276491864,14,0,1,40,2
9,0.5848329632508542,-0.2338013837056877,1,0,0,8,2
10,-0.8268440744843486,-0.7597347833464068,20,0,1,8,0
11,-0.8268440744843486,-0.7597347833464068,20,0,1,8,0
12,-0.8268440744843486,-0.7597347833464068,20,0,1,8,0
13,0.8399902830128424,-0.7412820935395255,3,0,1,1,2
14,0.8419450786454351,-0.6453452526757946,3,0,1,4,2
15,-0.515008660996395,-0.5853377433703069,24,0,1,8,0
16,0.8406418815570399,-0.7093031465849484,3,0,1,2,2
17,0.8445514728222251,-0.5174294648574868,3,0,1,8,2
18,-0.6475619161981301,-0.8396471888108238,6,0,0,8,2
19,1.263734314280112,-1.7574624557708225,33,0,0,2,0
20,-0.23763290005452223,0.7669778828773786,18,0,0,8,2
21,0.8824948067961016,-1.04345604884377,3,0,1,1,2
22,-0.22538169858245663,0.5774257889475507,10,0,1,40,2
23,-0.7869459448778796,-1.189824526468959,20,0,1,4,0
24,0.6047092644142286,-0.485475356648293,11,0,1,8,2
25,-0.24688445054097555,-0.4778794605534887,10,0,1,7,2
26,0.6001480746048458,-0.7093279853303317,11,0,1,1,2
27,-0.7581502058023044,0.93681110278206,30,1,1,4,0
28,0.6047092644142286,-0.485475356648293,11,0,1,8,2
29,0.8831464053402991,-1.011477101889193,3,0,1,2,2
30,0.8870559966054843,-0.8196034201617313,3,0,1,8,2
31,1.4621704065892356,-1.8062286818016193,2,1,0,8,2
32,0.6247310928573232,-0.6638911268282404,1,0,0,4,2
33,1.4621704065892356,-1.8062286818016193,2,1,0,8,2
34,0.8831464053402991,-1.011477101889193,3,0,1,2,2
35,-0.25079404180616083,-0.6697531422809503,10,0,1,1,2
36,0.6047092644142286,-0.485475356648293,11,0,1,8,2
37,-0.9651000517262369,-1.0230491263323622,19,0,1,4,0
38,1.4621704065892356,-1.8062286818016193,2,1,0,8,2
39,-0.7869459448778796,-1.189824526468959,20,0,1,4,0
40,-1.6815639849711446,-0.9421816779232199,27,0,0,2,0
41,0.319170363903932,-0.37534349274378986,34,0,0,4,0
42,0.8395163931291458,-0.6280791961875597,3,0,1,4,2
43,2.289979735305263,-0.906925827769857,5,0,1,8,2
44,0.45350403458192506,2.488355348706175,14,0,1,2,2
45,0.3185187653597345,-0.40732243969836684,34,0,0,3,0
46,0.8388647945849482,-0.6600581431421366,3,0,1,3,2
47,-0.16807965894819435,-0.5590919300354007,15,0,1,4,2
48,-0.8292727600006379,-0.7424687268581717,20,0,1,8,0
49,-0.14983489971066316,0.336318584692754,15,0,1,32,2
50,-0.8344855483542182,-0.9983003024947873,20,0,1,0,0
51,-0.9701227074469906,-0.7563980696293608,29,0,0,0,0
52,-0.9688195103585956,-0.692440175720207,28,0,0,2,0
53,0.31786716681553695,-0.43930138665294377,34,0,0,2,0
54,0.5545632667610997,-0.42186692049242897,11,0,1,0,2
55,1.74574826467086,0.06700236149091693,36,0,1,0,0
56,-0.968167911814398,-0.66046122876563,28,0,0,3,0
57,0.8388647945849482,-0.6600581431421366,3,0,1,3,2
58,-0.7006320385111958,-0.817170302809008,13,0,1,0,2
59,1.218149506436366,-1.47000139093292,33,0,0,1,0
60,0.8388647945849482,-0.6600581431421366,3,0,1,3,2
61,-0.831879154177428,-0.8703845146764795,20,0,1,4,0
62,0.8237152052744421,-0.5523563995222361,3,0,1,3,2
63,0.30336917604922836,-0.29962069607846625,34,0,0,3,0
64,1.7305986753603537,0.1747041051108174,36,0,1,0,0
65,-1.789350521150101,-0.4312370656296836,22,0,0,1,0
66,0.8237152052744421,-0.5523563995222361,3,0,1,3,2
67,-0.9833175011249041,-0.5527594851457296,28,0,0,3,0
68,0.30336917604922836,-0.29962069607846625,34,0,0,3,0
69,-0.9839690996691016,-0.5847384321003066,28,0,0,2,0
70,1.2036515156700576,-1.3303207003584425,33,0,0,2,0
71,-0.18257764971450294,-0.4194112394609233,15,0,1,5,2
72,0.8269731979954297,-0.39246166474935135,3,0,1,8,2
73,-0.9833175011249041,-0.5527594851457296,28,0,0,3,0
74,-0.8392095609575636,-0.37893540760165567,20,0,1,16,0
75,-0.1806228540819103,-0.3234743985971924,15,0,1,8,2
76,-0.9839690996691016,-0.5847384321003066,28,0,0,2,0
77,0.544626465804174,-0.05833360123591292,11,0,1,8,2
78,-0.3108768404162154,-0.2426113868685702,10,0,1,1,2
79,-0.8476803420321316,-0.794661718011156,20,0,1,3,0
80,0.7555915658856415,-0.14127315550326125,3,0,1,1,2
81,-1.0514411405137047,-0.14167624112675475,28,0,0,1,0
82,0.7601527556950242,0.08257947317877741,3,0,1,8,2
83,-0.8738468092673342,0.010229212192621831,17,1,0,8,2
84,-0.2493980920149085,0.055629898467205535,15,0,1,5,2
85,0.39108195929693956,4.030466638891513,14,0,1,32,2
86,-0.7319606333253312,-0.23963825077455958,6,0,0,8,2
87,-0.22659214296799451,1.1748930418773988,15,0,1,40,2
88,-1.0514411405137047,-0.14167624112675475,28,0,0,1,0
89,0.37544359423619855,3.2629719119816656,14,0,1,8,2
90,-1.0501379434253095,-0.07771834721760083,28,0,0,3,0
91,-0.8738468092673342,0.010229212192621831,17,1,0,8,2
92,-1.0501379434253095,-0.07771834721760083,28,0,0,3,0
93,-0.9138491857883396,-0.2876416331284503,20,0,1,4,0
94,1.1361794748254543,-0.8872585093848906,33,0,0,1,0
95,-1.0501379434253095,-0.07771834721760083,28,0,0,3,0
96,0.4882316002109291,0.9283706879654471,11,0,1,24,2
97,-0.25070128910330364,-0.008327995441948371,15,0,1,3,2
98,1.193091840573714,-1.2918609642098715,33,0,0,1,0
99,0.33320861069313257,1.7215337512538755,34,0,0,64,1
100,1.7219937958966023,0.30910068212311903,36,0,1,2,0
101,0.5573466118719128,-0.038394900494404714,1,0,0,8,2
102,-0.9938771762212476,-0.5142997489971589,28,0,0,2,0
103,-0.8543304258632901,-0.5643283001351236,20,0,1,8,0
104,0.3279958223395522,1.4657021756172601,34,0,0,56,1
105,-0.3162237271589785,0.05167992491661607,10,0,1,8,2
106,-0.9932255776770499,-0.4823208020425819,28,0,0,3,0
107,-0.8575884185842776,-0.7242230349080084,20,0,1,3,0
108,-0.9938771762212476,-0.5142997489971589,28,0,0,2,0
109,-0.3162237271589785,0.05167992491661607,10,0,1,8,2
110,0.2928095009528849,-0.2611609599298955,34,0,0,2,0
111,-0.5424950123753363,-0.3899312601590239,24,0,1,8,0
112,-0.9938771762212476,-0.5142997489971589,28,0,0,2,0
113,-1.0542817674859308,-0.12148160273676933,28,0,0,1,0
114,0.2324049096882017,0.13165718633049397,34,0,0,1,0
115,0.2324049096882017,0.13165718633049397,34,0,0,1,0
116,0.3726029672639726,3.283166550371651,14,0,1,8,2
117,-1.0536301689417333,-0.08950265578219237,28,0,0,2,0
118,-1.7663746435542822,-0.33924415798520496,27,0,0,2,0
119,-1.0536301689417333,-0.08950265578219237,28,0,0,2,0
120,-1.0542817674859308,-0.12148160273676933,28,0,0,1,0
121,0.23305650823239923,0.16363613328507093,34,0,0,2,0
122,-1.0536301689417333,-0.08950265578219237,28,0,0,2,0
123,0.23305650823239923,0.16363613328507093,34,0,0,2,0
124,0.23305650823239923,0.16363613328507093,34,0,0,2,0
125,0.23305650823239923,0.16363613328507093,34,0,0,2,0
126,0.23305650823239923,0.16363613328507093,34,0,0,2,0
127,0.23305650823239923,0.16363613328507093,34,0,0,2,0
128,0.23305650823239923,0.16363613328507093,34,0,0,2,0
129,-1.8544504006133502,0.2878513393704695,22,0,0,8,0
130,0.4749653965315424,0.43690217508220125,11,0,1,8,2
131,0.23305650823239923,0.16363613328507093,34,0,0,2,0
132,-1.7663746435542822,-0.33924415798520496,27,0,0,2,0
133,0.23305650823239923,0.16363613328507093,34,0,0,2,0
134,0.23175331114400416,0.09967823937591702,34,0,0,0,0
135,-1.0542817674859308,-0.12148160273676933,28,0,0,1,0
136,0.47170740381055465,0.2770074403093164,11,0,1,3,2
137,-1.7594343885179042,-0.4251952523806332,27,0,0,1,0
138,-0.5946561515152462,-0.01910631438490862,24,0,1,8,0
139,0.7649039823033738,0.048801964127911594,3,0,1,8,2
140,0.37628522957936295,3.037320721203338,14,0,1,2,2
141,-0.7272094067169815,-0.2734157598254255,6,0,0,8,2
142,-0.9104011562683851,-0.38537703608847007,20,0,1,2,0
143,0.48255725011211803,0.38293002764135,11,0,1,8,2
144,0.2727932178855335,0.8156271930552265,31,0,0,8,0
145,0.2727932178855335,0.8156271930552265,31,0,0,8,0
146,-1.0460383153611577,-0.14347480322304365,28,0,0,2,0
147,-1.0460383153611577,-0.14347480322304365,28,0,0,2,0
148,-1.8514197368421572,0.01002656324757946,22,0,0,1,0
149,-1.7548731987085218,-0.20134262369859454,27,0,0,8,0
150,-1.0453867168169602,-0.11149585626846671,28,0,0,3,0
151,-0.3597849143566327,1.6353832671670216,18,0,0,8,2
152,-0.3643461041660154,1.411530638484983,18,0,0,1,0
153,-1.0466899139053552,-0.1754537501776206,28,0,0,1,0
154,-0.7272094067169815,-0.2734157598254255,6,0,0,8,2
155,-1.1399443279327959,0.14673446460147682,19,0,1,2,0
156,-0.9578806298192531,0.1718327461923414,20,0,1,8,0
157,-0.9323428834646657,2.138573640670476,30,1,1,3,0
158,-0.920484647475038,0.3417878036951058,17,1,0,8,2
159,-0.2940811345900195,0.48312533083342024,15,0,1,8,2
160,-0.9578806298192531,0.1718327461923414,20,0,1,8,0
161,-1.8982476118488276,0.599215292482968,22,0,0,8,0
162,1.090844833706146,-0.49174202397325256,33,0,0,3,0
163,-0.9370294764049318,1.1951590487388037,20,0,1,40,2
164,-0.8996334940607164,1.3651141062415681,17,1,0,40,2
165,0.33401854438207534,3.850362079120765,14,0,1,16,2
166,-0.9526678414656727,0.4276643218289571,20,0,1,16,0
167,0.328805756028495,3.59453050348415,14,0,1,8,2
168,0.4311681852960648,0.7482661281946997,11,0,1,8,2
169,-0.920484647475038,0.3417878036951058,17,1,0,8,2
170,-0.9604870239960431,0.043916958374033595,20,0,1,4,0
171,-1.0980789787214085,0.18988235037572915,28,0,0,1,0
172,-0.6232447905079883,0.13568736337988427,7,1,1,8,2
173,0.7239404941944813,0.9258012159544926,3,0,1,24,2
174,-1.097427380177211,0.22186129733030613,28,0,0,2,0
175,-1.0935177889120256,0.41373497905776785,28,0,0,8,0
176,-1.9028088016582103,0.37536266380092925,22,0,0,1,0
177,-1.0935177889120256,0.41373497905776785,28,0,0,8,0
178,-1.0883050005584451,0.6695665546943835,28,0,0,16,0
179,0.710256924766333,0.25424332990837667,3,0,1,3,2
180,-0.6180320021544079,0.39151893901649987,7,1,1,16,2
181,-1.097427380177211,0.22186129733030613,28,0,0,2,0
182,1.090844833706146,-0.49174202397325256,33,0,0,3,0
183,-1.0980789787214085,0.18988235037572915,28,0,0,1,0
184,-0.2774121759294872,0.10834293365042699,15,0,1,1,2
